"SchoolYear","ESD","CountyNumber","County","CountyDistrictNumber","District","GradeTested","AlgebraTotalTestedNotTested","Algebra1TotalTested","Algebra1MetStandardIncludingPrevPass","Algebra1PercentMetStandardIncludingPrevPass","Algebra1MetStandardWithoutPrevPass","Algebra1PercentMetStandardWithoutPrevPass","Algebra1PercentMetStandardExcludingNoScore","Algebra1Level1","Algebra1PercentLevel1","Algebra1Level2","Algebra1PercentLevel2","Algebra1LevelBasic","Algebra1PercentLevelBasic","Algebra1Level3","Algebra1PercentLevel3","Algebra1Level4","Algebra1PercentLevel4","Algebra1NoScore","Algebra1PercentNoScore","Algebra1NotMet","Algebra1PercentNotMet","Algebra1ExcusedAbsence","Algebra1Exempted","Integrated1TotalTestedNotTested","Integrated1TotalTested","Integrated1MetStandardIncludingPrevPass","Integrated1PercentMetStandardIncludingPrevPass","Integrated1MetStandardWithoutPrevPass","Integrated1PercentMetStandardWithoutPrevPass","Integrated1PercentMetStandardExcludingNoScore","Integrated1Level1","Integrated1PercentLevel1","Integrated1Level2","Integrated1PercentLevel2","Integrated1LevelBasic","Integrated1PercentLevelBasic","Integrated1Level3","Integrated1PercentLevel3","Integrated1Level4","Integrated1PercentLevel4","Integrated1NoScore","Integrated1PercentNoScore","Integrated1NotMet","Integrated1PercentNotMet","Integrated1ExcusedAbsence","Integrated1Exempted","Retake1TotalTestedNotTested","Retake1TotalTested","Retake1MetStandardIncludingPrevPass","Retake1PercentMetStandardIncludingPrevPass","Retake1MetStandardWithoutPrevPass","Retake1PercentMetStandardWithoutPrevPass","Retake1PercentMetStandardExcludingNoScore","Retake1Level1","Retake1PercentLevel1","Retake1Level2","Retake1PercentLevel2","Retake1LevelBasic","Retake1PercentLevelBasic","Retake1Level3","Retake1PercentLevel3","Retake1Level4","Retake1PercentLevel4","Retake1NoScore","Retake1PercentNoScore","Retake1NotMet","Retake1PercentNotMet","Retake1ExcusedAbsence","Retake1Exempted","AllEOCMathYear1TotalTestedNotTested","AllEOCMathYear1TotalTested","AllEOCMathYear1MetStandardIncludingPrevPass","AllEOCMathYear1PercentMetStandardIncludingPrevPass","AllEOCMathYear1MetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardExcludingNoScore","AllEOCMathYear1Level1","AllEOCMathYear1PercentLevel1","AllEOCMathYear1Level2","AllEOCMathYear1PercentLevel2","AllEOCMathYear1LevelBasic","AllEOCMathYear1PercentLevelBasic","AllEOCMathYear1Level3","AllEOCMathYear1PercentLevel3","AllEOCMathYear1Level4","AllEOCMathYear1PercentLevel4","AllEOCMathYear1NoScore","AllEOCMathYear1PercentNoScore","AllEOCMathYear1NotMet","AllEOCMathYear1PercentNotMet","AllEOCMathYear1ExcusedAbsence","AllEOCMathYear1Exempted","GeometryTotalTestedNotTested","GeometryTotalTested","GeometryMetStandardIncludingPrevPass","GeometryPercentMetStandardIncludingPrevPass","GeometryMetStandardWithoutPrevPass","GeometryPercentMetStandardWithoutPrevPass","GeometryPercentMetStandardExcludingNoScore","GeometryLevel1","GeometryPercentLevel1","GeometryLevel2","GeometryPercentLevel2","GeometryLevelBasic","GeometryPercentLevelBasic","GeometryLevel3","GeometryPercentLevel3","GeometryLevel4","GeometryPercentLevel4","GeometryNoScore","GeometryPercentNoScore","GeometryNotMet","GeometryPercentNotMet","GeometryExcusedAbsence","GeometryExempted","Integrated2TotalTestedNotTested","Integrated2TotalTested","Integrated2MetStandardIncludingPrevPass","Integrated2PercentMetStandardIncludingPrevPass","Integrated2MetStandardWithoutPrevPass","Integrated2PercentMetStandardWithoutPrevPass","Integrated2PercentMetStandardExcludingNoScore","Integrated2Level1","Integrated2PercentLevel1","Integrated2Level2","Integrated2PercentLevel2","Integrated2LevelBasic","Integrated2PercentLevelBasic","Integrated2Level3","Integrated2PercentLevel3","Integrated2Level4","Integrated2PercentLevel4","Integrated2NoScore","Integrated2PercentNoScore","Integrated2NotMet","Integrated2PercentNotMet","Integrated2ExcusedAbsence","Integrated2Exempted","Retake2TotalTestedNotTested","Retake2TotalTested","Retake2MetStandardIncludingPrevPass","Retake2PercentMetStandardIncludingPrevPass","Retake2MetStandardWithoutPrevPass","Retake2PercentMetStandardWithoutPrevPass","Retake2PercentMetStandardExcludingNoScore","Retake2Level1","Retake2PercentLevel1","Retake2Level2","Retake2PercentLevel2","Retake2LevelBasic","Retake2PercentLevelBasic","Retake2Level3","Retake2PercentLevel3","Retake2Level4","Retake2PercentLevel4","Retake2NoScore","Retake2PercentNoScore","Retake2NotMet","Retake2PercentNotMet","Retake2ExcusedAbsence","Retake2Exempted","AllEOCMathYear2TotalTestedNotTested","AllEOCMathYear2TotalTested","AllEOCMathYear2MetStandardIncludingPrevPass","AllEOCMathYear2PercentMetStandardIncludingPrevPass","AllEOCMathYear2MetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardExcludingNoScore","AllEOCMathYear2Level1","AllEOCMathYear2PercentLevel1","AllEOCMathYear2Level2","AllEOCMathYear2PercentLevel2","AllEOCMathYear2LevelBasic","AllEOCMathYear2PercentLevelBasic","AllEOCMathYear2Level3","AllEOCMathYear2PercentLevel3","AllEOCMathYear2Level4","AllEOCMathYear2PercentLevel4","AllEOCMathYear2NoScore","AllEOCMathYear2PercentNoScore","AllEOCMathYear2NotMet","AllEOCMathYear2PercentNotMet","AllEOCMathYear2ExcusedAbsence","AllEOCMathYear2Exempted","BiologyTotalTestedNotTested","BiologyTotalTested","BiologyMetStandardIncludingPrevPass","BiologyPercentMetStandardIncludingPrevPass","BiologyMetStandardWithoutPrevPass","BiologyPercentMetStandardWithoutPrevPass","BiologyPercentMetStandardExcludingNoScore","BiologyLevel1","BiologyPercentLevel1","BiologyLevel2","BiologyPercentLevel2","BiologyLevelBasic","BiologyPercentLevelBasic","BiologyLevel3","BiologyPercentLevel3","BiologyLevel4","BiologyPercentLevel4","BiologyNoScore","BiologyPercentNoScore","BiologyNotMet","BiologyPercentNotMet","BiologyExcusedAbsence","BiologyExempted"
"2012-13","Educational Service District 123","02","Asotin","02420","Asotin-Anatone School District","8",19,19,16,84.2,16,84.2,84.2,0,0,3,15.69,0,0,7,36.79,9,47.29,0,0,3,15.69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,16,84.2,16,84.2,84.2,0,0,3,15.69,0,0,7,36.79,9,47.29,0,0,3,15.69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","02","Asotin","02420","Asotin-Anatone School District","9",29,29,13,44.79,13,44.79,44.8,7,24.1,9,31,0,0,11,37.89,2,6.79,0,0,16,55.1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,13,44.79,13,44.79,44.8,7,24.1,9,31,0,0,11,37.89,2,6.79,0,0,16,55.1,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","02","Asotin","02420","Asotin-Anatone School District","10",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,25,25,30,83.3,19,76,76,1,4,5,20,0,0,9,36,10,40,0,0,6,24,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,30,83.3,19,76,76,1,4,5,20,0,0,9,36,10,40,0,0,6,24,0,11,40,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","02","Asotin","02420","Asotin-Anatone School District","11",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","02","Asotin","02420","Asotin-Anatone School District","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","02","Asotin","02420","Asotin-Anatone School District","All",62,61,34,54.79,34,54.79,55.7,12,19.3,15,24.1,1,1.6,22,35.39,11,17.69,1,1.6,28,45.1,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,61,34,54.79,34,54.79,55.7,12,19.3,15,24.1,1,1.6,22,35.39,11,17.69,1,1.6,28,45.1,0,82,44,44,36,81.79,36,81.79,81.8,2,4.5,6,13.59,0,0,11,25,25,56.79,0,0,8,18.1,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,36,81.79,36,81.79,81.8,2,4.5,6,13.59,0,0,11,25,25,56.79,0,0,8,18.1,0,49,41,40,33,80.4,33,80.4,82.5,3,7.29,4,9.69,0,0,9,21.89,24,58.5,1,2.39,8,19.5,0,30
"2012-13","Educational Service District 123","03","Benton","03017","Kennewick School District","7&Lower",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03017","Kennewick School District","8",196,196,186,94.79,186,94.79,94.9,1,0.5,9,4.5,0,0,64,32.6,122,62.2,0,0,10,5.09,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,196,186,94.79,186,94.79,94.9,1,0.5,9,4.5,0,0,64,32.6,122,62.2,0,0,10,5.09,0,108,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03017","Kennewick School District","9",737,737,388,52.6,388,52.6,52.6,154,20.8,195,26.39,6,0.8,304,41.2,78,10.5,0,0,349,47.29,0,309,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,760,404,53.1,404,53.1,53.2,156,20.8,200,26.39,6,0.8,316,41.5,82,10.69,0,0,356,47.29,0,309,189,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,783,783,593,75.7,593,75.7,75.7,28,3.5,162,20.6,8,1,303,38.6,282,36,0,0,190,24.19,25,1
"2012-13","Educational Service District 123","03","Benton","03017","Kennewick School District","10",334,279,768,74.2,67,20,24,151,45.2,61,18.19,6,1.7,50,14.9,11,3.2,55,16.39,267,79.9,26,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,279,778,74.4,67,20,24,151,45.2,61,18.19,6,1.7,50,14.9,11,3.2,55,16.39,267,79.9,26,736,599,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,605,756,83.4,458,75.29,75.7,30,4.9,117,19.19,3,0.4,280,46,175,28.69,3,0.4,150,24.6,1,298,534,468,845,70.5,182,34,38.9,80,14.9,206,38.5,28,5.2,117,21.89,37,6.9,66,12.3,352,65.9,26,692
"2012-13","Educational Service District 123","03","Benton","03017","Kennewick School District","11",180,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,181,38,20.89,38,20.89,21,67,37,76,41.89,4,2.2,33,18.19,1,0.5,0,0,143,79,0,519,83,83,24,28.89,24,28.89,28.9,24,28.89,35,42.1,2,2.39,20,24,2,2.39,0,0,59,71,0,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83,24,28.89,24,28.89,28.9,24,28.89,35,42.1,2,2.39,20,24,2,2.39,0,0,59,71,0,302,20,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03017","Kennewick School District","12",37,37,5,13.5,5,13.5,13.5,21,56.7,11,29.69,0,0,5,13.5,0,0,0,0,32,86.4,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,5,13.5,5,13.5,13.5,21,56.7,11,29.69,0,0,5,13.5,0,0,0,0,32,86.4,0,400,12,12,3,25,3,25,25,5,41.6,4,33.29,0,0,3,25,0,0,0,0,9,75,0,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,3,25,3,25,25,5,41.6,4,33.29,0,0,3,25,0,0,0,0,9,75,0,459,7,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03017","Kennewick School District","All",1540,1485,740,48,740,48,49.8,394,25.5,351,22.69,16,1,469,30.39,255,16.5,55,3.5,800,51.89,26,2048,24,24,16,66.59,16,66.59,66.7,2,8.3,6,25,0,0,12,50,4,16.6,0,0,8,33.29,0,33,,,,,,,,,,,,,,,,,,,,,,,,1564,1509,756,66.59,756,66.59,66.7,396,25.5,357,25,16,1,481,50,259,16.6,55,3.5,808,51.89,26,2081,949,946,728,76.7,728,76.7,77,61,6.4,157,16.5,5,0.5,353,37.1,370,38.89,3,0.3,221,23.19,1,1103,19,19,17,89.4,17,89.4,89.5,0,0,2,10.5,0,0,5,26.3,12,63.1,0,0,2,10.5,0,41,,,,,,,,,,,,,,,,,,,,,,,,968,965,745,89.4,745,89.4,89.5,61,6.4,159,16.5,5,0.5,358,37.1,382,63.1,3,0.3,223,23.19,1,1144,1344,1278,780,58,780,58,61,119,8.8,379,28.1,36,2.6,425,31.6,319,23.69,66,4.9,564,41.89,51,1207
"2012-13","Educational Service District 123","03","Benton","03050","Paterson School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03050","Paterson School District","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03050","Paterson School District","All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03052","Kiona-Benton City School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03052","Kiona-Benton City School District","8",48,48,34,70.79,34,70.79,70.8,4,8.3,10,20.8,0,0,25,52,9,18.69,0,0,14,29.1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,34,70.79,34,70.79,70.8,4,8.3,10,20.8,0,0,25,52,9,18.69,0,0,14,29.1,0,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03052","Kiona-Benton City School District","9",60,60,20,33.29,20,33.29,33.3,14,23.3,26,43.29,0,0,19,31.6,1,1.6,0,0,40,66.59,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,20,33.29,20,33.29,33.3,14,23.3,26,43.29,0,0,19,31.6,1,1.6,0,0,40,66.59,0,34,27,27,21,77.7,21,77.7,77.8,0,0,6,22.19,0,0,14,51.79,7,25.89,0,0,6,22.19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,21,77.7,21,77.7,77.8,0,0,6,22.19,0,0,14,51.79,7,25.89,0,0,6,22.19,0,7,6,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03052","Kiona-Benton City School District","10",63,60,54,55.6,20,31.69,33.3,21,33.29,19,30.1,1,1.5,15,23.8,4,6.29,3,4.7,43,68.2,7,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,60,54,55.6,20,31.69,33.3,21,33.29,19,30.1,1,1.5,15,23.8,4,6.29,3,4.7,43,68.2,7,37,24,24,35,89.7,20,83.29,83.3,0,0,4,16.6,0,0,10,41.6,10,41.6,0,0,4,16.6,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,35,89.7,20,83.29,83.3,0,0,4,16.6,0,0,10,41.6,10,41.6,0,0,4,16.6,0,15,100,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03052","Kiona-Benton City School District","11",26,26,4,15.3,4,15.3,15.4,14,53.79,8,30.69,0,0,4,15.3,0,0,0,0,22,84.59,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,4,15.3,4,15.3,15.4,14,53.79,8,30.69,0,0,4,15.3,0,0,0,0,22,84.59,0,47,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03052","Kiona-Benton City School District","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03052","Kiona-Benton City School District","All",197,194,78,39.5,78,39.5,40.2,53,26.89,63,31.89,1,0.5,63,31.89,14,7.09,3,1.5,119,60.39,7,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,194,78,39.5,78,39.5,40.2,53,26.89,63,31.89,1,0.5,63,31.89,14,7.09,3,1.5,119,60.39,7,177,83,83,52,62.6,52,62.6,62.7,9,10.8,22,26.5,0,0,31,37.29,21,25.3,0,0,31,37.29,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83,52,62.6,52,62.6,62.7,9,10.8,22,26.5,0,0,31,37.29,21,25.3,0,0,31,37.29,0,69,106,105,66,62.2,66,62.2,62.9,11,10.3,28,26.39,6,5.59,33,31.1,27,25.39,1,0.9,40,37.7,5,59
"2012-13","Educational Service District 123","03","Benton","03053","Finley School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03053","Finley School District","8",24,24,19,79.09,19,79.09,79.2,3,12.5,2,8.3,0,0,12,50,7,29.1,0,0,5,20.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,19,79.09,19,79.09,79.2,3,12.5,2,8.3,0,0,12,50,7,29.1,0,0,5,20.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03053","Finley School District","9",45,45,18,40,18,40,40,15,33.29,12,26.6,1,2.2,17,37.7,0,0,0,0,27,60,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,18,40,18,40,40,15,33.29,12,26.6,1,2.2,17,37.7,0,0,0,0,27,60,0,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03053","Finley School District","10",30,29,39,60.9,5,16.6,17.2,15,50,9,30,0,0,5,16.6,0,0,1,3.29,25,83.29,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,29,39,60.9,5,16.6,17.2,15,50,9,30,0,0,5,16.6,0,0,1,3.29,25,83.29,0,39,49,49,31,49.2,17,34.6,34.7,14,28.5,18,36.7,0,0,16,32.6,1,2,0,0,32,65.29,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,31,49.2,17,34.6,34.7,14,28.5,18,36.7,0,0,16,32.6,1,2,0,0,32,65.29,0,14,61,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03053","Finley School District","11",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,19,19,1,5.2,1,5.2,5.3,9,47.29,9,47.29,0,0,1,5.2,0,0,0,0,18,94.7,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,1,5.2,1,5.2,5.3,9,47.29,9,47.29,0,0,1,5.2,0,0,0,0,18,94.7,0,46,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03053","Finley School District","12",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03053","Finley School District","All",117,116,43,36.7,43,36.7,37.1,39,33.29,34,29,1,0.8,35,29.89,7,5.9,1,0.8,74,63.2,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,116,43,36.7,43,36.7,37.1,39,33.29,34,29,1,0.8,35,29.89,7,5.9,1,0.8,74,63.2,0,110,87,87,36,41.29,36,41.29,41.4,24,27.5,27,31,0,0,28,32.1,8,9.09,0,0,51,58.6,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,87,36,41.29,36,41.29,41.4,24,27.5,27,31,0,0,28,32.1,8,9.09,0,0,51,58.6,0,84,62,62,32,51.6,32,51.6,51.6,11,17.69,19,30.6,4,6.4,21,33.79,7,11.19,0,0,30,48.29,3,50
"2012-13","Educational Service District 123","03","Benton","03116","Prosser School District","7&Lower",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03116","Prosser School District","8",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 123","03","Benton","03116","Prosser School District","9",106,106,64,60.29,64,60.29,60.4,8,7.5,34,32,0,0,55,51.79,9,8.4,0,0,42,39.6,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,106,64,60.29,64,60.29,60.4,8,7.5,34,32,0,0,55,51.79,9,8.4,0,0,42,39.6,0,84,86,86,81,94.09,81,94.09,94.2,1,1.1,4,4.59,0,0,22,25.5,59,68.59,0,0,5,5.79,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,81,94.09,81,94.09,94.2,1,1.1,4,4.59,0,0,22,25.5,59,68.59,0,0,5,5.79,0,1,2,,,,,,,,,,,,,,,,,,,,,,
