"SchoolYear","ESD","CountyNumber","County","CountyDistrictNumber","District","GradeTested","AlgebraTotalTestedNotTested","Algebra1TotalTested","Algebra1MetStandardIncludingPrevPass","Algebra1PercentMetStandardIncludingPrevPass","Algebra1MetStandardWithoutPrevPass","Algebra1PercentMetStandardWithoutPrevPass","Algebra1PercentMetStandardExcludingNoScore","Algebra1Level1","Algebra1PercentLevel1","Algebra1Level2","Algebra1PercentLevel2","Algebra1LevelBasic","Algebra1PercentLevelBasic","Algebra1Level3","Algebra1PercentLevel3","Algebra1Level4","Algebra1PercentLevel4","Algebra1NoScore","Algebra1PercentNoScore","Algebra1NotMet","Algebra1PercentNotMet","Algebra1ExcusedAbsence","Algebra1Exempted","Integrated1TotalTestedNotTested","Integrated1TotalTested","Integrated1MetStandardIncludingPrevPass","Integrated1PercentMetStandardIncludingPrevPass","Integrated1MetStandardWithoutPrevPass","Integrated1PercentMetStandardWithoutPrevPass","Integrated1PercentMetStandardExcludingNoScore","Integrated1Level1","Integrated1PercentLevel1","Integrated1Level2","Integrated1PercentLevel2","Integrated1LevelBasic","Integrated1PercentLevelBasic","Integrated1Level3","Integrated1PercentLevel3","Integrated1Level4","Integrated1PercentLevel4","Integrated1NoScore","Integrated1PercentNoScore","Integrated1NotMet","Integrated1PercentNotMet","Integrated1ExcusedAbsence","Integrated1Exempted","Retake1TotalTestedNotTested","Retake1TotalTested","Retake1MetStandardIncludingPrevPass","Retake1PercentMetStandardIncludingPrevPass","Retake1MetStandardWithoutPrevPass","Retake1PercentMetStandardWithoutPrevPass","Retake1PercentMetStandardExcludingNoScore","Retake1Level1","Retake1PercentLevel1","Retake1Level2","Retake1PercentLevel2","Retake1LevelBasic","Retake1PercentLevelBasic","Retake1Level3","Retake1PercentLevel3","Retake1Level4","Retake1PercentLevel4","Retake1NoScore","Retake1PercentNoScore","Retake1NotMet","Retake1PercentNotMet","Retake1ExcusedAbsence","Retake1Exempted","AllEOCMathYear1TotalTestedNotTested","AllEOCMathYear1TotalTested","AllEOCMathYear1MetStandardIncludingPrevPass","AllEOCMathYear1PercentMetStandardIncludingPrevPass","AllEOCMathYear1MetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardExcludingNoScore","AllEOCMathYear1Level1","AllEOCMathYear1PercentLevel1","AllEOCMathYear1Level2","AllEOCMathYear1PercentLevel2","AllEOCMathYear1LevelBasic","AllEOCMathYear1PercentLevelBasic","AllEOCMathYear1Level3","AllEOCMathYear1PercentLevel3","AllEOCMathYear1Level4","AllEOCMathYear1PercentLevel4","AllEOCMathYear1NoScore","AllEOCMathYear1PercentNoScore","AllEOCMathYear1NotMet","AllEOCMathYear1PercentNotMet","AllEOCMathYear1ExcusedAbsence","AllEOCMathYear1Exempted","GeometryTotalTestedNotTested","GeometryTotalTested","GeometryMetStandardIncludingPrevPass","GeometryPercentMetStandardIncludingPrevPass","GeometryMetStandardWithoutPrevPass","GeometryPercentMetStandardWithoutPrevPass","GeometryPercentMetStandardExcludingNoScore","GeometryLevel1","GeometryPercentLevel1","GeometryLevel2","GeometryPercentLevel2","GeometryLevelBasic","GeometryPercentLevelBasic","GeometryLevel3","GeometryPercentLevel3","GeometryLevel4","GeometryPercentLevel4","GeometryNoScore","GeometryPercentNoScore","GeometryNotMet","GeometryPercentNotMet","GeometryExcusedAbsence","GeometryExempted","Integrated2TotalTestedNotTested","Integrated2TotalTested","Integrated2MetStandardIncludingPrevPass","Integrated2PercentMetStandardIncludingPrevPass","Integrated2MetStandardWithoutPrevPass","Integrated2PercentMetStandardWithoutPrevPass","Integrated2PercentMetStandardExcludingNoScore","Integrated2Level1","Integrated2PercentLevel1","Integrated2Level2","Integrated2PercentLevel2","Integrated2LevelBasic","Integrated2PercentLevelBasic","Integrated2Level3","Integrated2PercentLevel3","Integrated2Level4","Integrated2PercentLevel4","Integrated2NoScore","Integrated2PercentNoScore","Integrated2NotMet","Integrated2PercentNotMet","Integrated2ExcusedAbsence","Integrated2Exempted","Retake2TotalTestedNotTested","Retake2TotalTested","Retake2MetStandardIncludingPrevPass","Retake2PercentMetStandardIncludingPrevPass","Retake2MetStandardWithoutPrevPass","Retake2PercentMetStandardWithoutPrevPass","Retake2PercentMetStandardExcludingNoScore","Retake2Level1","Retake2PercentLevel1","Retake2Level2","Retake2PercentLevel2","Retake2LevelBasic","Retake2PercentLevelBasic","Retake2Level3","Retake2PercentLevel3","Retake2Level4","Retake2PercentLevel4","Retake2NoScore","Retake2PercentNoScore","Retake2NotMet","Retake2PercentNotMet","Retake2ExcusedAbsence","Retake2Exempted","AllEOCMathYear2TotalTestedNotTested","AllEOCMathYear2TotalTested","AllEOCMathYear2MetStandardIncludingPrevPass","AllEOCMathYear2PercentMetStandardIncludingPrevPass","AllEOCMathYear2MetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardExcludingNoScore","AllEOCMathYear2Level1","AllEOCMathYear2PercentLevel1","AllEOCMathYear2Level2","AllEOCMathYear2PercentLevel2","AllEOCMathYear2LevelBasic","AllEOCMathYear2PercentLevelBasic","AllEOCMathYear2Level3","AllEOCMathYear2PercentLevel3","AllEOCMathYear2Level4","AllEOCMathYear2PercentLevel4","AllEOCMathYear2NoScore","AllEOCMathYear2PercentNoScore","AllEOCMathYear2NotMet","AllEOCMathYear2PercentNotMet","AllEOCMathYear2ExcusedAbsence","AllEOCMathYear2Exempted","BiologyTotalTestedNotTested","BiologyTotalTested","BiologyMetStandardIncludingPrevPass","BiologyPercentMetStandardIncludingPrevPass","BiologyMetStandardWithoutPrevPass","BiologyPercentMetStandardWithoutPrevPass","BiologyPercentMetStandardExcludingNoScore","BiologyLevel1","BiologyPercentLevel1","BiologyLevel2","BiologyPercentLevel2","BiologyLevelBasic","BiologyPercentLevelBasic","BiologyLevel3","BiologyPercentLevel3","BiologyLevel4","BiologyPercentLevel4","BiologyNoScore","BiologyPercentNoScore","BiologyNotMet","BiologyPercentNotMet","BiologyExcusedAbsence","BiologyExempted"
"2012-13","Educational Service District 113","21","Lewis","21226","Adna School District","All",54,53,33,61.1,33,61.1,62.3,7,12.9,13,24,0,0,24,44.39,9,16.6,1,1.8,21,38.79,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,53,33,61.1,33,61.1,62.3,7,12.9,13,24,0,0,24,44.39,9,16.6,1,1.8,21,38.79,0,102,58,58,45,77.5,45,77.5,77.6,1,1.7,12,20.6,0,0,22,37.89,23,39.6,0,0,13,22.39,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,58,45,77.5,45,77.5,77.6,1,1.7,12,20.6,0,0,22,37.89,23,39.6,0,0,13,22.39,0,62,41,41,27,65.79,27,65.79,65.9,1,2.39,13,31.69,1,2.39,15,36.5,11,26.8,0,0,14,34.1,2,33
"2012-13","Educational Service District 113",,,"21232","Winlock School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113",,,"21232","Winlock School District","8",27,27,19,70.29,19,70.29,70.4,3,11.09,5,18.5,0,0,11,40.7,8,29.6,0,0,8,29.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,19,70.29,19,70.29,70.4,3,11.09,5,18.5,0,0,11,40.7,8,29.6,0,0,8,29.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113",,,"21232","Winlock School District","9",23,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,13,41.89,13,41.89,41.9,11,35.39,7,22.5,1,3.2,11,35.39,1,3.2,0,0,18,58,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113",,,"21232","Winlock School District","10",12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,18,18,14,66.6,11,61.1,61.1,1,5.5,6,33.29,1,5.5,7,38.79,3,16.6,0,0,7,38.79,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,14,66.6,11,61.1,61.1,1,5.5,6,33.29,1,5.5,7,38.79,3,16.6,0,0,7,38.79,0,3,43,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113",,,"21232","Winlock School District","11",6,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113",,,"21232","Winlock School District","12",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113",,,"21232","Winlock School District","All",69,65,36,52.1,36,52.1,55.4,12,17.3,17,24.6,0,0,26,37.6,10,14.4,4,5.7,33,47.79,0,85,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,80,38,52.1,38,52.1,55.4,25,29.69,17,24.6,2,2.29,26,37.6,10,14.4,4,5.7,46,54.7,0,87,41,41,29,70.7,29,70.7,70.7,1,2.39,11,26.8,1,2.39,11,26.8,17,41.39,0,0,12,29.19,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,29,70.7,29,70.7,70.7,1,2.39,11,26.8,1,2.39,11,26.8,17,41.39,0,0,12,29.19,0,40,46,44,23,50,23,50,52.3,4,8.59,17,36.89,0,0,16,34.7,7,15.19,2,4.29,23,50,2,34
"2012-13","Educational Service District 113","21","Lewis","21234","Boistfort School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21234","Boistfort School District","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21234","Boistfort School District","All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21237","Toledo School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21237","Toledo School District","8",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21237","Toledo School District","9",32,32,17,53.1,17,53.1,53.1,6,18.69,9,28.1,0,0,15,46.79,2,6.2,0,0,15,46.79,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,17,53.1,17,53.1,53.1,6,18.69,9,28.1,0,0,15,46.79,2,6.2,0,0,15,46.79,0,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21237","Toledo School District","10",30,26,50,66.6,5,16.6,19.2,21,70,0,0,0,0,5,16.6,0,0,4,13.3,25,83.29,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,26,50,66.6,5,16.6,19.2,21,70,0,0,0,0,5,16.6,0,0,4,13.3,25,83.29,6,50,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21237","Toledo School District","11",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21237","Toledo School District","12",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21237","Toledo School District","All",90,86,41,45.5,41,45.5,47.7,33,36.6,12,13.3,0,0,23,25.5,18,20,4,4.4,49,54.39,6,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,86,41,45.5,41,45.5,47.7,33,36.6,12,13.3,0,0,23,25.5,18,20,4,4.4,49,54.39,6,124,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,81,78,49,60.39,49,60.39,62.8,7,8.59,22,27.1,8,9.8,21,25.89,20,24.6,3,3.7,32,39.5,3,41
"2012-13","Educational Service District 113","21","Lewis","21300","Onalaska School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21300","Onalaska School District","8",15,15,14,93.29,14,93.29,93.3,0,0,1,6.59,0,0,1,6.59,13,86.59,0,0,1,6.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,14,93.29,14,93.29,93.3,0,0,1,6.59,0,0,1,6.59,13,86.59,0,0,1,6.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21300","Onalaska School District","9",30,30,11,36.6,11,36.6,36.7,12,40,7,23.3,0,0,9,30,2,6.59,0,0,19,63.29,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,11,36.6,11,36.6,36.7,12,40,7,23.3,0,0,9,30,2,6.59,0,0,19,63.29,0,18,17,17,14,82.29,14,82.29,82.4,0,0,3,17.6,0,0,8,47,6,35.2,0,0,3,17.6,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,14,82.29,14,82.29,82.4,0,0,3,17.6,0,0,8,47,6,35.2,0,0,3,17.6,0,3,5,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21300","Onalaska School District","10",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,26,26,36,80,17,65.29,65.4,3,11.5,6,23,0,0,12,46.1,5,19.19,0,0,9,34.6,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,36,80,17,65.29,65.4,3,11.5,6,23,0,0,12,46.1,5,19.19,0,0,9,34.6,1,21,57,53,34,59.6,34,59.6,64.2,0,0,19,33.29,0,0,22,38.5,12,21,4,7,23,40.29,4,5
"2012-13","Educational Service District 113","21","Lewis","21300","Onalaska School District","11",8,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21300","Onalaska School District","12",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21300","Onalaska School District","All",82,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,79,27,32.5,27,32.5,34.2,27,32.5,25,30.1,0,0,10,12,17,20.39,4,4.79,56,67.4,1,94,55,55,35,63.6,35,63.6,63.6,7,12.69,13,23.6,0,0,23,41.79,12,21.8,0,0,20,36.29,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,35,63.6,35,63.6,63.6,7,12.69,13,23.6,0,0,23,41.79,12,21.8,0,0,20,36.29,1,80,67,63,39,58.2,39,58.2,61.9,2,2.89,22,32.79,0,0,23,34.29,16,23.8,4,5.9,28,41.7,4,41
"2012-13","Educational Service District 113","21","Lewis","21301","Pe Ell School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21301","Pe Ell School District","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21301","Pe Ell School District","9",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21301","Pe Ell School District","10",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,20,20,16,80,16,80,80,1,5,3,15,0,0,9,45,7,35,0,0,4,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,16,80,16,80,80,1,5,3,15,0,0,9,45,7,35,0,0,4,20,0,0,19,18,12,63.1,12,63.1,66.7,0,0,6,31.5,0,0,5,26.3,7,36.79,1,5.2,7,36.79,0,1
"2012-13","Educational Service District 113","21","Lewis","21301","Pe Ell School District","11",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21301","Pe Ell School District","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21301","Pe Ell School District","All",31,31,19,61.2,19,61.2,61.3,7,22.5,5,16.1,0,0,12,38.7,7,22.5,0,0,12,38.7,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,19,61.2,19,61.2,61.3,7,22.5,5,16.1,0,0,12,38.7,7,22.5,0,0,12,38.7,0,41,20,20,16,80,16,80,80,1,5,3,15,0,0,9,45,7,35,0,0,4,20,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,16,80,16,80,80,1,5,3,15,0,0,9,45,7,35,0,0,4,20,0,36,19,18,12,63.1,12,63.1,66.7,0,0,6,31.5,0,0,5,26.3,7,36.79,1,5.2,7,36.79,0,25
"2012-13","Educational Service District 113","21","Lewis","21302","Chehalis School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21302","Chehalis School District","8",54,54,51,94.4,51,94.4,94.4,1,1.8,2,3.7,0,0,24,44.39,27,50,0,0,3,5.5,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,51,94.4,51,94.4,94.4,1,1.8,2,3.7,0,0,24,44.39,27,50,0,0,3,5.5,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21302","Chehalis School District","9",163,163,100,61.29,100,61.29,61.3,22,13.4,41,25.1,0,0,67,41.1,33,20.19,0,0,63,38.6,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,163,100,61.29,100,61.29,61.3,22,13.4,41,25.1,0,0,67,41.1,33,20.19,0,0,63,38.6,0,69,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21302","Chehalis School District","10",76,69,142,69.2,13,17.1,18.8,46,60.5,10,13.09,2,2.6,11,14.4,0,0,7,9.19,63,82.79,1,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,69,143,69.4,13,17.1,18.8,46,60.5,10,13.09,2,2.6,11,14.4,0,0,7,9.19,63,82.79,1,138,111,111,137,81.5,80,72,72.1,10,9,21,18.89,0,0,55,49.5,25,22.5,0,0,31,27.89,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,111,137,81.5,80,72,72.1,10,9,21,18.89,0,0,55,49.5,25,22.5,0,0,31,27.89,0,57,148,141,146,75.6,101,68.2,71.6,10,6.7,30,20.19,13,8.69,48,32.39,40,27,7,4.7,47,31.69,17,56
